druid,title,owner_id,collection_id,state,work_type,subtype
druid:qk091kz6895,Mothers' Experiences of Institutional Betrayal during Childbirth and Postpartum Mental Health Outcomes,3090,85,deposited,text,Article,Thesis
druid:df776kg9323,"Supplemental Material for ""Passive Seismic Study of a Magma-Dominated Rift: the Salton Trough"", A Stanford PhD Dissertation",1399,168,deposited,text,Article
druid:bf141vg1830,"Defining ""American"" in the context of immigration: A case study of Helping Hands Elementary",922,104,deposited,text,Article
druid:by412gh2838,"Data for Change: a statistical analysis of police stops, searches, handcuffings, and arrests in Oakland, Calif., 2013-2014",635,81,deposited,text,Article
druid:nk019fs7947,"Oakland PD Press Release: Stanford big data study finds racial disparities in Oakland, Calif., police behavior, offers solutions",635,81,deposited,text,Article
druid:td651qp1456,Oakland Policing Report Executive Summary,635,81,deposited,text,Article
druid:rp305dt1423,"Strategies for Change: Research Initiatives and Recommendations to Improve Police-Community Relations in Oakland, Calif.",635,81,deposited,text,Article
druid:zj079gf0903,Palo Alto Civic Notes,1869,27,deposited,text,Article
druid:kv506wp8121,Hydraulic Fracturing Near Domestic Wells Research Brief,257,40,deposited,text,Article
druid:hx239rw5017,Putting Adaptive Management into Practice: Incorporating Quantitative Metrics into Sustainable Groundwater Management,257,40,deposited,text,Article
druid:vd569yy3146,Civic Preparation for the Digital Age: How College Students Evaluate Online Sources about Social and Political Issues,909,104,deposited,text,Article
druid:mp056xd2022,Sexual Harassment as a Human Rights Issue,2933,21,deposited,text,Article,Essay
druid:ts518xg5620,The 1918 Flu: A Global Pandemic in the Hoover Library and Archives,3108,199,deposited,text,Article
druid:wz831nx2207,J.A.W.S. -- A Historical Perspective,609,76,deposited,text,Article
druid:wd068fv8349,Evaluating the Options for Virtual Reality in Literacy Instruction,609,76,deposited,text,Article
druid:pz737jk3432,City of Facebook: How East Palo Alto community leaders struck unprecedented $20 million deal with Facebook,1881,27,deposited,text,Article
druid:zv000zm8856,The Role of Multilingual Computing in Jewish Studies,611,76,deposited,text,Article
druid:sj911wy0497,Intellectual Property and Education,909,104,deposited,text,Article
druid:tc746my8826,"Measuring, Rating, Supporting, and Strengthening Open Access Scholarly Publishing in Brazil",909,104,deposited,text,Article
druid:qt085xd8236,A Qualitative Study of Physicians' Various Uses of Biomedical Research,909,104,deposited,text,Article
druid:pk349fb4738,An Affair to Remember: America's Brief Fling with the University as a Public Good,909,104,deposited,text,Article
druid:yt787jw5402,Wither the Nation-State? A Comparative Analysis of Nationalism in Textbooks,909,104,deposited,text,Article
druid:mv817hs3237,The Potential Pitfalls of Blended Learning: Advice for Teachers,909,104,deposited,text,Article
druid:hp797pz5249,Dynamic per slice Shimming for Simultaneous Brain and Spinal Cord fMRI,1296,203,deposited,text,Article
druid:wr313fh3183,CCSRE PRAXIS Fellowship Final Paper with the Chinese Progressive Association,3131,247,deposited,text,Article
druid:wj339mf0486,"International Tests, National Assessments, and Educational Development: 1970-2012",909,104,deposited,text,Article
druid:th996my6230,"The Rise of Individual Agency in Conceptions of Society: Textbooks Worldwide, 1950-2011",909,104,deposited,text,Article
druid:yc376vd9668,“Issued for Gratuitous Distribution”: The History of Fugitive Documents and the FDLP,7,76,deposited,text,Article
druid:fv307qg9114,"The Penn/Cambridge Genizah Fragment Project:Issues in Description, Access, and Reunification",611,76,deposited,text,Article
druid:dj911vz8602,What's Learned in College History Classes?,914,104,deposited,text,Article
druid:by471fm4855,"Stora, Benjamin, et al. Rapport de la Commission Stora sur ’Les événements de 1959 en Martinique, de 1962 en Guadeloupe et en Guyane, et de 1967 en Guadeloupe’",59,190,deposited,text,Article
druid:tk894mv0261,Scale Model of the Solar System,985,123,deposited,text,Article
druid:xw366pw3703,Teaching Astronomy through Active Engagement - Moon Phases,985,123,deposited,text,Article
druid:ts777fq9965,Ancient Observatories - Timeless Knowledge,985,123,deposited,text,Article
druid:sp891tb1726,Solar Folklore and Storytelling,985,123,deposited,text,Article
druid:zf269ch0324,"Medicine Wheels, Cultural Connections, and Solar Alignments",985,123,deposited,text,Article
druid:bq820wc8910,Solstice and Equinox (Suntrack) Season Model,985,123,deposited,text,Article
druid:xy520xw2595,What Color is the Sun and Other Mysteries,985,123,deposited,text,Article,Course/instructional materials
druid:bq080yz0809,Poor Richard's Leyden Jar: Electricity and Economy in Franklinist France,3372,203,deposited,text,Article
druid:kc566rb3383,Projecting Forward: A Framework for Groundwater Model Development Under the Sustainable Groundwater Management Act,257,40,deposited,text,Article
druid:rr649dj2687,Colorado River Basin Environmental Water Transfers Scorecard,257,40,deposited,text,Article
druid:dz830hf9481,"The Naturalist and the Emperor, a Tragedy in Three Acts; or, How History Fell Out of Favor as a Way of Knowing Nature",3372,203,deposited,text,Article
druid:rt695kr8275,"A New Pablik: Abdul Halim Sharar, Volunteerism, and the Anjuman-e Dar-us-Salam in late nineteenth-century India",610,76,deposited,text,Article
druid:dj435dw5816,"Forty Years of California Water Policy: What Worked, What Didn't and Lessons for the Future",257,40,deposited,text,Article
druid:xc915yt4233,"Ilias Chrissochoidis, Armenian Studies Bibliography",4,255,decommissioned,text,Article
druid:mw249fj9425,Testing zip file of >250 files and edit only the metadata,4,195,deposited,text,Article
druid:xh917cq6431,A New Head of the Table: Indigenous Peoples at the Forefront of UNDRIP,2057,88,deposited,text,Article
druid:tc407gj0881,Letting the Fascists Speak for Themselves: The Enabling of Authoritarians and the Need for a Partisan Press,251,32,deposited,text,Article
druid:qg242jb7738,California Drought Data Web Portal,257,40,deposited,text,Article
druid:tj298bx5411,To Consolidate or Coordinate? Status of the Formation of Groundwater Sustainability Agencies in California,257,40,deposited,text,Article
druid:yq037kg2672,Using Digital Photography and Journaling in Evaluation of Field-Based Environmental Education Programs,909,104,deposited,text,Article
druid:gp006cz9645,Visual Saliency for Visual Feature Analysis of Historical Manuscripts,1422,170,deposited,text,Article
druid:sy632nx6578,Climate as a risk factor for armed conflict,990,126,deposited,text,Article
druid:mz603fz3052,The Politics of Postmodernism Begins with the Political Economy of Our Own Work,909,104,deposited,text,Article
druid:bs661kv9323,Teacher Adaptation of Document-Based History Curricula: Results of the Reading Like a Historian Curriculum-Use Survey,909,104,deposited,text,Article
druid:yn169mv2283,A National Adaptation Plan for Water Scarcity in Iran,989,125,deposited,text,Article
druid:hm855qc1329,Managed retreat through property buyouts,990,126,deposited,text,Article
druid:jd174bb4485,The Academic Library in the Face of Cooperative and Commercial Paths to Open Access,910,104,deposited,text,Article
druid:hr240dh3623,"The Scientific Output of Iran: Quantity, Quality, and Corruption",989,125,deposited,text,Article
druid:pr125cv7081,Dirty Diplomacy: An Analysis of U. S. Foreign Policy Towards the Salvadoran Civil War and the Massacre at El Mozote.,2165,88,deposited,text,Article
druid:cm505jm0741,"A Cross-Sectional Evaluation of Health, Sexual Beliefs and Abuse in a Sample of Sexual and Gender Minorities from Accra, Ghana",706,85,deposited,text,Article
druid:jx869pj7126,(Un)settled: Displacement in the Syrian Refugee Crisis and the Social Model of Disability.,972,116,deposited,text,Article
druid:rc766dj6593,"Free at Last, Free at Last: Civil War Memory and Civil Rights Rhetoric.",972,116,deposited,text,Article
druid:br564zr5425,"Singlish: Language, Power, and Identity in a Post-Colonial World.",972,116,deposited,text,Article
druid:xq327jf9729,"""We're A Lot More Than Gospel Singing:"" Small Tourism Businesses in Harlem and Policy Proposals for the UMEZ.",972,116,deposited,text,Article
druid:yp356sb5131,Crafting CRISPR Fantasies: Flaws in Current Metaphors of Gene-Modifying Technology.,972,116,deposited,text,Article
druid:tq983yy9275,Endangered Languages: Rescuing the World's Invisible Libraries.,972,116,deposited,text,Article
druid:xk829hq9256,Fighting for Choice.,972,116,deposited,text,Article
druid:mw063jc1985,Michelle K. Lee v. Simon Shiao Tam.,972,116,deposited,text,Article
druid:kh912mb9452,Dispute Resolution Processes. Thinking through SGMA Implementation: A Water in the West Series,257,40,deposited,text,Article
druid:hg277sm4885,"Mitigating Crime, Drugs, and Gangs: Restoring Guatemala as Latin America’s ​Premier Tourist Destination",2184,88,deposited,text,Article
druid:gf151tb4868,Students' Civic Online Reasoning: A National Portrait,914,104,deposited,text,Article
druid:vt471sv7857,SHEG Research Note: Dot-Orgs and Hate Groups,909,104,deposited,text,Article
druid:xr124mv4805,Civic Online Reasoning: Curriculum Evaluation,914,104,deposited,text,Article
druid:wc513kw3984,Pursuit of Employment in the New Millennium,609,76,deposited,text,Article
druid:xh978yx2739,Information Literacy Instruction using Virtual Reality,609,76,deposited,text,Article,Book chapter
druid:st864nv2902,Games for Teaching Information Literacy Skills,609,76,deposited,text,Article
druid:fv312pt6985,True Leaders Create Other Leaders,609,76,deposited,text,Article
druid:ft264td9264,Weary Helper: From Private Investigator to Librarian,609,76,deposited,text,Article
druid:dr661dm8567,Spiritual Literacy: A New Concept for a New Reality,609,76,deposited,text,Article
druid:wn042zw1331,A perspective on computational research support programs in the library: More than 20 years of data from Stanford University Libraries,3302,76,deposited,text,Article
druid:ws496vx0050,Should Libraries Even Consider Hacking Back if Attacked?,609,76,deposited,text,Article
druid:nv977ws7762,The Amazing Library Titles Race,609,76,deposited,text,Article
druid:wq122sz5135,Artificial Intelligence & Malicious Steganography,609,76,deposited,text,Article
druid:zg943hf0757,Venture Capital in Education,2253,103,deposited,text,Article
druid:vw762jn1595,Building Cooperative Models in Higher Education,2259,103,deposited,text,Article
druid:nh863tf5670,“Similarity” and “Confusion” as Criteria for Determining Trademark Infringement in Modern China -- A Comparison of Judicial Interpretations before and after 2014,189,23,deposited,text,Article
druid:mf412bt5333,"Educating for Misunderstanding: How Approaches to Teaching Digital Literacy Make Students Susceptible to Scammers, Rogues, Bad Actors, and Hate Mongers",909,104,deposited,text,Article
druid:fp988ry9261,"The Effect of LGBT Anti-Discrimination Laws on School Climate and Outcomes for Lesbian, Gay, and Bisexual High School Students",910,104,deposited,text,Article
druid:mx682ny6097,"Proyecto de Resiliencia y Ordenamiento Territorial del agua y Servicios Ecosistémicos en la Amazonía de Perú, Bolivia y Brasil",1182,79,deposited,text,Article,Book
druid:br963kf4526,The derailing impact of content standards - an equity focused district held back by narrow mathematics,927,104,deposited,text,Article
druid:jm715bf5586,Stanford Law & Policy Practicum: The Outlaw Ocean,359,55,deposited,text,Article
druid:mz671vr0773,"Contexts: Stanford Undergraduate Research Journal in Anthropology, Spring 2020",239,31,deposited,text,Article
druid:cs092yt2040,"Contexts: Stanford Undergraduate Research Journal in Anthropology, Spring 2019",239,31,deposited,text,Article
druid:zt337bq9986,"Contexts: Stanford Undergraduate Research Journal in Anthropology, Spring 2017",239,31,deposited,text,Article
druid:fh052jc9258,"Dove, Real Beauty, and Pseudo Social Change: The Consumption, Commodification, and Commercialization of the Body Positive Movement.",972,116,deposited,text,Article
druid:sf639tg5618,Targeting a Generation: How Intersectional Youth Outreach Can Overcome America's Gun Divide.,972,116,deposited,text,Article
druid:zd355rj1938,Learning to Lead: An Approach to Mathematics Teacher Leader Development,910,104,deposited,text,Article
druid:th186pk1027,Mrs. Stanford in the Nile: The Legacy of the Stanford Family's Collection Practices in Egypt at the Turn of the 20th Century.,972,116,deposited,text,Article
druid:fq683sy4960,"Porter’s Five Forces in Reward-based Crowdfunding: The case study of Makuake",180,23,deposited,text,Article
druid:cz440cm8408,Students’ Civic Online Reasoning: A National Portrait,909,104,deposited,text,Article
druid:hp890vk1414,COVID-19 vaccine distribution strategies in low and middle income countries with implications for global allocation,1517,175,deposited,text,Article
druid:qg268hx5035,Luego Te Digo: Interviews at MCCLA,4070,247,deposited,text,Article
druid:qw092st2723,Cross-National Variation in School Reopening Measures During the COVID-19 Pandemic,910,104,deposited,text,Article
druid:dq351yq6774,Eighteenth-Century Wetware,3372,203,deposited,text,Article
druid:yn536xv1086,Studying interactions between music performance and rooms with real-time virtual acoustics,1141,164,deposited,text,Article
druid:pp502qp9336,Exploring Sense of Place and Environmental Behavior at an Ecoregional Scale in Three Sites,909,104,deposited,text,Article
druid:st405fw6176,Using Online Narratives to Explore Participant Experiences in a Residential Environmental Education Program,909,104,deposited,text,Article
druid:rw194xv5100,Continual Learning of Dense Signals,3675,63,deposited,text,Article,Thesis
druid:qw113sz2995,Building a Digital Platform for Community Museums,3139,247,deposited,text,Article,Report
druid:dd707pp9195,Civic Online Reasoning Across the Curriculum: Developing and Testing the Efficacy of Digital Literacy Lessons,909,104,deposited,text,Article,Working paper
druid:gk771kw4093,Critical Ignoring as a Core Competence for Digital Citizens,909,104,deposited,text,Article
druid:dg421ck4484,"Technical report -- RDI at Stanford, revisited",1138,155,deposited,text,Article
druid:fy639sp6132,Analog Video in Moving Image Archives & Conservation: Infrastructures of Knowledge from Production to Preservation,3490,76,deposited,text,Article
druid:zv539dd3107,Investing in Teacher Well-being: Building a Legacy of Lasting Change in the Redwood City-Sequoia Union High School District,3767,103,deposited,text,Article
druid:rn846nx2004,Dr. Joshi Q&A Redwood City Mental Health Collaborative,3767,103,deposited,text,Article
druid:yd382bq0601,Climate Change Leads to Relative Decrease in Coarse Woody Debris Volume in West Coast US Forests,3710,59,deposited,text,Article,Thesis
druid:dy412qq6389,Using Peer Review to Support Development of Community Resources for Research Data Management,4,76,deposited,text,Article
druid:wh344yf3383,Aggregated Annotation of Noticing in Video through Frame+,929,104,deposited,text,Article
druid:np579zw4656,"Appraising, Processing, and Providing Access to Email in Contemporary Literary Archives",67,76,deposited,text,Article
druid:jv660yk7736,Digitizing Conservation: Developing data models for preservation data,2423,76,deposited,text,Article
druid:pj287ht2654,"""Fairness in AI and Its Long-Term Implications on Society""",4034,281,deposited,text,Article
druid:ks918pb4169,"""The Looming Nuclear War""",4034,281,deposited,text,Article
druid:xz138sd8225,Evaluating the Effect of a Food as Medicine Intervention on Lipid-Lowering Medications,4418,83,deposited,text,Article,Thesis
druid:wc416vz8616,"""Convergence on Existential Risk Policy""",4034,281,deposited,text,Article
druid:tb895xv0451,"""The International Panel on Global Catastrophic Risks (IPGCR)""",4034,281,deposited,text,Article
druid:zj321vj7513,"""Crisis Government’s Legitimacy Paradox: Foreseeability and Unobservable Success""",4034,281,deposited,text,Article
druid:gy439pz0808,"""The Emergence of a Cascading X-Risks Paradigm Steeped in Transdisciplinarity""",4034,281,deposited,text,Article
druid:nh673qy8258,"""Moving On: The Importance of Disability Justice in Post-War Laos""",2933,21,deposited,text,Article,Photograph
druid:jt570sq5884,Pattern Review: Ann Person Collectibles Stretch & Sew Pattern #199: Sweats to Go!,607,76,deposited,mixed material,Article,Image
druid:tz479yh3220,Studying the Opportunities Provided by an Applied High School Mathematics Course: Explorations in Data Science,4099,104,deposited,text,Article
druid:zb168mr1246,Amazing Races Spanning from Outdoor Instruction All the Way to Virtual Reality,609,76,deposited,text,Article
druid:np355yt1923,From Annotation to Modeling: Computational Horizons for Medieval Slavic Studies,607,76,deposited,text,Article
druid:bv832cf2755,Metadata for Conservators: Overcoming obstacles to digitising conservation documentation,2423,76,deposited,text,Article
druid:gn763fy5865,Grow a forest: How education nonprofits scale their impact within the ecosystem,3765,103,deposited,text,Article,Capstone,Thesis
druid:vp972pt5387,"""Governing and Anticipating Anthropogenic Existential Risks: Envisioning Some New Approaches""",4034,281,deposited,text,Article
druid:qf684zr4532,"""Scenarios 2075: The Cascading Risks Study""",4034,281,deposited,text,Article
druid:zb109mz2513,Anthropocene Under Dark Skies: The Compounding Effects of Nuclear Winter and Overstepped Planetary Boundaries,4034,281,deposited,text,Article
druid:gv769bs1452,"""Maniacs, Misanthropes, and Omnicidal Terrorists: Reassessing the Agential Risk Framework""",4034,281,deposited,text,Article
druid:mg941vt9619,"""Psychological and Psychosocial Consequences of Super Disruptive A.I.: Public Health Implications and Recommendations""",4034,281,deposited,text,Article
druid:yr107mx0459,"""An Axiology of Aesthetics for Existential Risk""",4034,281,deposited,text,Article
druid:ww663gw1454,"""Navigating Cascading Planetary Boundaries: A Framework to Secure the Future""",4034,281,deposited,text,Article
druid:zk826vc3386,"""Investigating the Success Criteria for Dual-Use Biosecurity Education""",4034,281,deposited,text,Article
druid:gv831df8612,Should Epistemic Security Be a Priority GCR Cause Area?,4034,281,deposited,text,Article
druid:qf201my3890,Introduction: Expanding the Field of Existential Risk Studies,4034,281,deposited,text,Article
druid:bm182hk2483,Mental Health Counseling Study Research Brief,3767,103,deposited,text,Article
druid:hc216sm8573,"""Science, Delusion, and Existential Risk""",4034,281,deposited,text,Article
druid:tr920yf4428,Local and Global Sensitivity Analysis of a Reactive Transport Model Simulating Floodplain Redox Cycling,3231,203,deposited,text,Article
druid:kx201nt7564,Nanoparticle-enhanced Absorptivity of Copper During Laser Powder Bed Fusion,4131,203,deposited,text,Article
druid:vs638wd7454,Gentrification Nation: How Stanford (and its Students) Contribute to Bay Area Displacement,3602,232,deposited,text,Article
druid:yc096zw4572,"""Is Climate Change Ungovernable?""",4034,281,deposited,text,Article
druid:qf607jx7303,Advancing Environmental Literacy at Scale: Building Capacity at County Offices of Education,3773,103,deposited,text,Article,Policy brief,Presentation slides
druid:wv139gy0377,"""Introduction: Expanding the Field of Existential Risk Studies""",4034,281,deposited,text,Article
druid:xh545ns9605,Work-In-Progress: Integrating Critical Pedagogy with Project- Based Learning,4201,79,deposited,text,Article
druid:hm582ky4400,Towards Radical Conceptions of Language Proficiency: Bilingual Students in Southwest Florida -- An Op-Ed & Writer's Memo,4211,232,deposited,text,Article,Working paper
druid:zb803xz9154,"The Defecating Duck, Or, The Ambiguous Origins of Artificial Life",3372,203,deposited,text,Article
druid:qq175gv4420,The Lawyer and the Lightning Rod,3372,203,deposited,text,Article
druid:zs903xx0734,Rival Idioms for a Revolutionized Science and a Republican Citizenry,3372,203,deposited,text,Article
druid:zh335zq0851,Bite-sized Learning for Teachers through the Montage Platform,929,104,deposited,text,Article
druid:fv647wk0330,KINSHIP AND SEVERANCE: RECONCILING FRACTURED HISTORIES AND REIMAGINING A TRANSNATIONAL KOREAN DIASPORA,3138,232,deposited,text,Article,Capstone,Report
druid:xp956rw3652,Rethinking the (Maker)space for Rural Libraries,929,104,deposited,text,Article
druid:wx530tv6133,Aiyana Washington's NSC ePortolio,3214,69,deposited,mixed material,Article,Essay,Event,Image,Photograph,Podcast,Portfolio,Text
druid:st379sd5225,Ella Norman's NSC ePortfolio,4538,69,deposited,mixed material,Article,Capstone,Essay,Image,Portfolio,Text
druid:hz211vf3856,Cool stuff about capybara,60,11,decommissioned,text,Article
druid:kn315jt1043,"Consort 2010 Checklist, Spirit 2013 Checklist, Consent for Participants, Community health worker led household screening and management of neonatal hyperbilirubinemia in rural Bangladesh: a cluster randomized control trial protocol",3274,168,deposited,text,Article
druid:sz653pj1969,"A new way to find old records by David Hamilton -- Opus, December, 1985, pp. 12-13.",1138,155,deposited,image,Article
druid:zx950pj6479,Rigour and reproducibility in Canadian research: Call for a coordinated approach,2671,203,deposited,text,Article
druid:bw723vz5327,Open Science 2.0: Towards a truly collaborative research ecosystem,2671,203,deposited,text,Article
druid:qw990db4058,Comment: Questions for Jablonka and Ginsburg Drawn from Lamarck's Life-Made World,3372,203,deposited,text,Article
druid:dk858kp7009,"90 Reasons for Cellular Agriculture: Health, Environment, Ethics, and Economics",1272,79,deposited,text,Article
druid:vk755pn0528,Scale dependence of coral reef oases and their environmental correlates,1276,203,deposited,text,Article
druid:rs435jv9593,Know(ing) Infrastructure: The Wayback Machine as object and instrument of digital research,2659,76,deposited,text,Article
druid:ck442sc7933,Does Coding Matter for Doing Digital Humanities,607,76,deposited,text,Article
druid:hz978nr7520,Randomized trial of motivational interviewing plus feedback for soldiers with untreated alcohol abuse.,3318,203,deposited,text,Article
